imdbId,title,genre,score,viewers
tt0466580,Siskiyaan(2005),Drama | Thriller,5.2,83
tt0470398,Kasak(2005),Drama,4.7,69
tt0470521,Saawan... The Love Season(2006),Romance,2.8,1.4K
tt0470614,Yun Hota Toh Kya Hota: What If...?(2006),Drama,6.4,746
tt0470869,Neal 'N' Nikki(2005),Comedy | Musical | Romance,3.2,1.7K
tt0471646,Darwaza Bandh Rakho(2006),Comedy | Crime | Drama,5.4,396
tt0473310,Ram Gopal Varma's Indian Flames(2007),Action | Adventure | Comedy,1.4,7.1K
tt0473367,Jaane Tu... Ya Jaane Na(2008),Comedy | Drama | Romance,7.4,28K
tt0473567,...Yahaan(2005),Romance,7.5,1.2K
tt0475627,Shikhar(2005),Drama | Musical | Romance,5.1,1.2K
tt0475645,Vaah! Life Ho Toh Aisi!(2005),Comedy | Family | Musical,4.7,2.8K
tt0476527,Bluffmaster!(2005),Comedy | Romance | Thriller,6.6,6.6K
tt0476550,God Tussi Great Ho(2008),Comedy | Drama | Romance,3.7,4.7K
tt0476729,Aksar(2006),Drama | Romance,4.9,1.3K
tt0476762,Big Brother(2007),Action | Crime,4.1,907
tt0476805,Malamaal Weekly(2006),Comedy | Drama | Romance,7.0,7.4K
tt0476819,Nehlle Pe Dehlla(2007),Comedy | Thriller,3.6,561
tt0476848,Ramji Londonwaley(2005),Comedy | Drama | Family,6.6,1.2K
tt0476884,Taxi No. 9 2 11: Nau Do Gyarah(2006),Comedy | Drama | Thriller,7.3,10K
tt0476888,"Tom, Dick, and Harry(2006)",Comedy | Romance,3.3,624
tt0477252,36 China Town(2006),Comedy | Mystery | Thriller,5.7,5.1K
tt0477253,Aashiq Banaya Aapne: Love Takes Over(2005),Drama | Romance | Thriller,4.3,1.8K
tt0477574,Bengal Tiger(2001),Action | Crime,5.4,38
tt0477857,Sehar(2005),Action | Crime | Drama,7.7,2.2K
tt0478868,Koi Mere Dil Mein Hai(2005),Drama,4.9,104
tt0479674,Gumnam Qatil(2001),Horror,3.3,12
tt0480572,Pyaar Ke Side Effects(2006),Comedy | Drama | Romance,6.8,3.2K
tt0482305,Ek Aur Visphot(2002),Crime,4.0,11
tt0483029,Kyon?(2003),Crime,3.5,23
tt0483239,Bullet: Ek Dhamaka(2005),Action | Drama,3.7,61
tt0483282,Marshal(2002),Action,5.9,23
tt0484279,Miss India: The Mystery(2003),Mystery,3.7,68
tt0485272,Salaam-E-Ishq(2007),Comedy | Drama | Musical,5.2,5.7K
tt0485466,Jawani Diwani: A Youthful Joyride(2006),Romance,2.9,529
tt0485513,"Main, Meri Patni... Aur Woh!(2005)",Comedy | Drama | Romance,7.2,2.5K
tt0485522,Umrao Jaan(2006),Drama | Romance,5.4,2K
tt0485551,Time Pass(2005),Romance,4.1,45
tt0486615,London Dreams(2009),Musical,5.4,4.9K
tt0487148,Chand Bujh Gaya(2005),Drama | Thriller,6.8,76
tt0487149,Chetna: The Excitement(2005),Thriller,3.1,51
tt0488287,Darwaza(2002),Horror,4.5,62
tt0488316,Mazaa Mazaa(2005),Romance,3.0,74
tt0488381,Corporate(2006),Drama,6.6,2.1K
tt0488414,Omkara(2006),Action | Crime | Drama,8.1,21K
tt0488798,Welcome(2007),Comedy | Crime | Drama,7.0,24K
tt0488836,Hanuman(2005),Animation,7.9,1.7K
tt0488840,Koi Aap Sa: But Lovers Have to Be Friends(2005),Comedy | Drama | Romance,5.6,285
tt0488906,Zinda(2006),Action | Adventure | Drama,4.9,3.6K
tt0488976,C U at 9(2005),Drama | Horror | Mystery,4.2,80
tt0489028,Double Cross: Ek Dhoka(2005),Comedy,4.2,53
tt0489486,"Good Boy, Bad Boy(2007)",Comedy | Musical | Romance,3.9,1.9K
tt0489560,Shaadi Se Pehle(2006),Comedy | Musical | Romance,4.3,830
tt0490170,Love Story 2050(2008),Action | Adventure | Drama,2.6,2.6K
tt0490210,Sarkar Raj(2008),Action | Crime | Drama,6.7,7.7K
tt0490417,Gangobai(2002),Action,4.1,19
tt0490434,Kaaboo(2002),Action,6.9,36
tt0490454,Meri Aashiqui(2005),Romance,5.3,25
tt0490475,Raghu More: Bachelor of Hearts(2003),Comedy,4.8,17
tt0491724,Prarambh(2004),Drama,7.5,24
tt0493417,Fool N Final(2007),Action | Comedy | Romance,3.5,2.2K
tt0493437,Apna Sapna Money Money(2006),Comedy | Musical | Romance,5.4,2.2K
tt0494290,Vivah(2006),Drama | Family | Musical,6.6,10K
tt0495022,Ankahee(2006),Drama | Romance | Thriller,4.7,424
tt0495032,Gangster(2006),Crime | Drama | Mystery,7.2,6.4K
tt0495034,Golmaal: Fun Unlimited(2006),Comedy,7.4,18K
tt0497606,Dansh(2005),Drama,7.3,67
tt0497887,Bhola in Bollywood(2004),Comedy,6.7,25
tt0499041,Kalyug(2005),Action | Crime | Drama,6.5,3K
tt0499375,Guru(2007),Biography | Drama | Musical,7.7,25K
tt0758053,Saawariya(2007),Drama | Musical | Romance,5.2,8.2K
tt0770214,Kabul Express(2006),Action | Comedy | Drama,6.8,3.6K
tt0779768,Teesri Aankh: The Hidden Camera(2006),Action | Thriller,2.7,338
tt0795434,Namastey London(2007),Comedy | Drama | Romance,7.1,23K
tt0800956,Life in a Metro(2007),Comedy | Drama | Romance,7.4,12K
tt0800981,Anthony Kaun Hai?(2006),Comedy | Thriller,5.1,685
tt0805184,Bhagam Bhag(2006),Comedy | Mystery | Romance,6.6,14K
tt0806088,Heyy Babyy(2007),Comedy | Drama,6.0,15K
tt0807758,Partner(2007),Comedy | Romance,5.8,13K
tt0808306,Honeymoon Travels Pvt. Ltd.(2007),Comedy | Drama | Romance,6.1,2.8K
tt0810058,Aap Ki Khatir(2006),Romance,3.9,959
tt0811066,Shootout at Lokhandwala(2007),Action | Crime | Drama,7.1,11K
tt0813539,Mr Prime Minister(2005),Comedy,5.2,68
tt0813540,Naksha(2006),Action | Adventure,3.5,1.3K
tt0814014,Apne(2007),Drama | Sport,6.1,3.4K
tt0814082,Dil Diya Hai(2006),Drama | Romance | Thriller,3.8,531
tt0814158,Ishq Qayamat(2004),Thriller,5.8,22
tt0814295,Rocky(2006),Action | Drama | Romance,4.0,363
tt0816657,Speed(2007),Action | Drama | Romance,3.1,581
tt0819810,Traffic Signal(2007),Drama,6.6,1.7K
tt0823261,Zindaggi Rocks(2006),Drama | Romance,4.8,256
tt0823451,Dus Kahaniyaan(2007),Adventure | Crime | Drama,5.7,1.7K
tt0824316,Dor(2006),Drama,8.0,6.2K
tt0824375,Nishabd(2007),Drama,5.4,1.8K
tt0826165,Raja Bhai Lagey Raho...(2005),Comedy,T/A,T/A
tt0829200,Humein Tumse Pyar Ho Gaya Chupke Chupke(2003),Drama,2.2,39
tt0831816,Shiva(2006),Action | Crime | Drama,4.0,366
tt0831840,Ahista Ahista(2006),Drama | Romance,7.0,1.6K
tt0832365,Stop!(2004),Comedy | Romance,4.5,41
tt0833476,Jhoom Barabar Jhoom(2007),Comedy | Drama | Musical,3.7,3.4K
tt0833484,The Killer(2006),Action | Comedy | Crime,4.8,1.2K
tt0833499,Mashooka(2005),Romance | Thriller,5.4,38
tt0833537,Souten: The Other Woman(2006),Thriller,5.1,58
tt0833553,Ta Ra Rum Pum(2007),Comedy | Family | Romance,5.7,5.3K
tt0833561,Woh Lamhe(2006),Biography | Drama | Romance,6.5,1.6K
tt0839742,Bhopal: A Prayer for Rain(2014),Drama | History,7.1,2.1K
tt0845448,Dhamaal(2007),Comedy,7.4,17K
tt0845492,My Name Is Anthony Gonsalves(2008),Action | Comedy | Crime,3.9,507
tt0845494,Nanhe Jaisalmer: A Dream Come True(2007),Comedy | Drama | Family,6.2,468
tt0845503,Nigehbaan: The Third Eye(2005),Thriller,2.6,31
tt0845529,Risk(2007),Action | Drama | Thriller,6.6,616
tt0847180,Loot(2011),Action | Comedy | Crime,3.5,349
tt0847758,Pyaar Zindagi Hai(2001),Thriller,6.4,58
tt0857381,I See You(2006),Comedy | Drama | Romance,4.4,1.2K
tt0860454,MP3: Mera Pehla Pehla Pyaar(2007),Drama | Romance,7.0,2.3K
tt0872190,Cash(2007),Action | Drama | Thriller,3.4,2K
tt0874854,Anjaane: The Unkown(2005),Horror,3.9,91
tt0875692,Aggar: Passion Betrayal Terror(2007),Romance | Thriller,4.3,302
tt0882969,The Golden Boys(2008),Comedy | Romance,6.0,556
tt0885398,Anamika: The Untold Story(2008),Drama | Romance | Thriller,3.8,275
tt0886505,Kaafila(2007),Action,3.3,196
tt0886539,Luck by Chance(2009),Drama,7.1,11K
tt0887753,Kya Love Story Hai(2007),Comedy | Drama | Romance,3.3,398
tt0892874,Halla Bol(2008),Action | Crime | Drama,6.0,2.4K
tt0893585,Detective Naani(2009),Crime | Drama | Family,6.5,93
tt0896968,Red: The Dark Side(2007),Drama | Romance | Thriller,3.6,334
tt0898943,Raqeeb(2007),Crime | Drama | Mystery,4.4,313
tt0920464,Manorama Six Feet Under(2007),Crime | Drama | Mystery,7.5,8.5K
tt0926029,99.9 FM(2005),Crime,5.0,48
tt0926187,Arjun Devaa(2001),Action | Crime | Musical,3.9,30
tt0964516,Fashion(2008),Drama | Romance,6.9,13K
tt0976026,Cheeni Kum(2007),Comedy | Romance,6.8,5.5K
tt0979891,Hattrick(2007),Comedy | Drama | Romance,4.3,521
tt0982875,Gauri: The Unborn(2007),Drama | Horror | Thriller,3.8,127
tt0985636,Laaga Chunari Mein Daag: Journey of a Woman(2007),Drama,5.4,2.6K
tt0986213,Aaja Nachle(2007),Drama | Musical,6.2,3.4K
tt0986264,Taare Zameen Par(2007),Drama | Family,8.3,200K
tt0988655,A Flat(2010),Drama | Horror | Romance,4.4,227
tt0989633,Delhii Heights(2007),Drama | Romance,4.3,198
tt0991267,30 Days(2004),Horror,5.3,20
tt0991346,Bhoothnath(2008),Comedy | Drama | Fantasy,6.3,10K
tt0995031,Bhool Bhulaiyaa(2007),Comedy | Horror | Mystery,7.4,31K
tt0995035,Dhol(2007),Comedy,6.4,7.1K
tt0995718,Ek Chalis Ki Last Local(2007),Adventure | Comedy | Crime,7.3,5.3K
tt0995740,No Smoking(2007),Drama | Thriller,7.3,8.3K
tt0995752,Tashan(2008),Action | Comedy | Crime,3.8,5.7K
tt0995823,Khoya Khoya Chand(2007),Drama | Romance,6.3,570
tt0995827,The Train: Some Lines Shoulder Never Be Crossed...(2007),Thriller,4.4,1.2K
tt0995840,Aap Kaa Surroor: The Moviee - The Real Luv Story(2007),Drama | Romance | Thriller,2.3,1.7K
tt1014672,Bheja Fry(2007),Comedy | Drama,7.6,12K
tt1016044,Yehi Hai Zindagi(2005),Action | Crime | Drama,5.3,28
tt1016159,Chain Kulii Ki Main Kulii(2007),Comedy | Drama | Family,5.8,1.9K
tt1017456,Race(2008),Action | Crime | Drama,6.7,16K
tt1020937,Awarapan(2007),Action | Crime | Drama,7.4,7.7K
tt1020978,Naqaab(2007),Crime | Drama | Romance,5.4,1.5K
tt1024839,De Taali(2008),Comedy | Drama | Romance,4.2,863
tt1024852,Meerabai Not Out(2008),Comedy | Drama | Romance,4.0,96
tt1024943,Om Shanti Om(2007),Action | Comedy | Drama,6.7,47K
tt1029231,Krrish 3(2013),Action | Sci-Fi,5.3,24K
tt1034449,Kidnap(2008),Crime | Drama | Thriller,4.6,2.5K
tt1039989,Sunday(2008),Action | Comedy | Romance,5.5,2.9K
tt1039995,U Me Aur Hum(2008),Comedy | Drama | Romance,5.9,2.6K
tt1043451,Delhi-6(2009),Comedy | Drama,6.2,8.2K
tt1043876,Woodstock Villa(2008),Drama | Mystery | Thriller,3.5,427
tt1047519,Red Swastik(2007),Crime | Drama | Thriller,3.0,242
tt1050739,Roadside Romeo(2008),Animation | Comedy | Family,4.9,1.6K
tt1056465,Chanchal(2008),Drama | Musical,4.4,32
tt1060249,Drona(2008),Action | Adventure | Drama,2.0,2.7K
tt1065099,My Friend Ganesha(2007),Animation,4.9,246
tt1077248,Johnny Gaddaar(2007),Crime | Drama | Thriller,7.9,13K
tt1079967,Hastey Hastey Follow Your Heart(2008),Comedy | Drama,1.9,168
tt1083447,Buddha Mar Gaya(2007),Comedy,2.9,400
tt1083988,Journey Bombay to Goa: Laughter Unlimited(2007),Comedy,4.7,489
tt1084972,Wanted(2009),Action | Comedy | Crime,6.6,25K
tt1087856,Hello(2008),Drama | Romance,3.3,2.2K
tt1090650,Dhokha(2007),Action | Drama | Romance,6.3,494
tt1091229,Chandni Chowk to China(2009),Action | Adventure | Comedy,4.2,9.1K
tt1092005,Golmaal Returns(2008),Comedy | Crime | Drama,5.2,8.6K
tt1093370,Jab We Met(2007),Comedy | Romance,7.9,56K
tt1093387,Sab Kuch Hai Kuch Bhi Nahin(2005),Drama,5.4,11
tt1095038,Victoria No. 203: Diamonds Are Forever(2007),Comedy | Crime | Mystery,3.7,160
tt1099196,Dil Dosti Etc(2007),Comedy | Crime | Drama,6.9,2.9K
tt1101665,Shaurya: It Takes Courage to Make Right... Right(2008),Crime | Drama | Thriller,7.3,4.9K
tt1105709,8 x 10 Tasveer(2009),Crime | Drama | Mystery,5.4,5.9K
tt1105733,Kismat Konnection(2008),Comedy | Drama | Romance,5.3,5.9K
tt1105747,Yuvvraaj(2008),Comedy | Drama | Romance,4.1,4.6K
tt1114725,Heroes(2008),Action | Adventure | Comedy,5.7,2.3K
tt1117964,Bobby: Love and Lust(2005),Romance,5.3,46
tt1118646,Aseema: Beyond Boundaries(2009),Drama | Romance,5.5,23
tt1120897,Dhan Dhana Dhan Goal(2007),Sport,5.1,2.8K
tt1124386,Pankh(2010),Drama,3.6,143
tt1126516,Money Hai Toh Honey Hai(2008),Comedy | Drama,2.9,636
tt1127870,Mumbai Salsa(2007),Comedy | Drama,5.0,193
tt1132589,Hijack(2008),Action | Drama | Thriller,3.8,357
tt1132595,Maan Gaye Mughall-E-Azam(2008),Comedy | Crime | Drama,3.2,519
tt1132606,Ugly Aur Pagli(2008),Comedy | Drama,3.8,769
tt1137434,Aabra Ka Daabra(2004),Fantasy,2.7,346
tt1137979,Rama Rama Kya Hai Dramaaa(2008),Comedy | Drama | Romance,4.0,285
tt1139671,Yeh Hai Pyar Ka Mausam(2001),Crime,3.8,13
tt1144804,Kambakkht Ishq(2009),Action | Comedy | Romance,3.8,7.4K
tt1146325,Singh Is Kinng(2008),Action | Comedy | Crime,5.7,16K
tt1156148,Karzzzz(2008),Action | Drama | Musical,2.3,1.4K
tt1159917,Bombay to Bangkok(2008),Comedy | Drama | Romance,4.8,442
tt1166100,Ghajini(2008),Action | Drama | Mystery,7.3,65K
tt1169841,Return of Hanuman(2007),Animation | Action | Adventure,7.4,1.4K
tt1170399,C Kkompany(2008),Comedy | Drama,5.5,1.3K
tt1170404,Mere Baap Pehle Aap(2008),Comedy | Drama | Romance,5.4,2.4K
tt1170411,Victory(2009),Drama | Sport,3.8,552
tt1172587,Delhi Safari(2012),Animation,5.5,1.9K
tt1174041,Main Aurr Mrs Khanna(2009),Comedy | Drama,3.4,3.3K
tt1176141,Zahreela(2001),Action,5.1,59
tt1176201,Jai Ganesh Deva(2001),Fantasy,5.0,11
tt1176911,Quick Gun Murugun: Misadventures of an Indian Cowboy(2009),Action | Comedy | Drama,5.8,874
tt1176960,One Two Three(2008),Action | Comedy | Drama,5.4,2.9K
tt1176961,Paying Guests(2009),Comedy | Drama,4.4,576
tt1178657,Superstar(2008),Drama | Romance,6.1,754
tt1179781,Mission Istaanbul: Darr Ke Aagey Jeet Hai!(2008),Action | Adventure | Drama,3.5,1.2K
tt1179782,Mithya(2008),Comedy | Crime | Drama,7.0,2.1K
tt1182884,Dulha Mil Gaya(2010),Comedy | Drama,4.3,2.7K
tt1182908,Krazzy 4(2008),Action | Comedy | Crime,4.2,2.2K
tt1182937,Rab Ne Bana Di Jodi(2008),Comedy | Drama | Musical,7.2,51K
tt1182972,Bachna Ae Haseeno(2008),Comedy | Drama | Romance,6.2,12K
tt1183917,Teen Patti(2010),Drama | Thriller,4.2,1.6K
tt1183944,Sadiyaan: Boundaries Divide... Love Unites(2010),Drama | Romance,4.5,87
tt1183946,The Stoneman Murders(2009),Crime | Drama | Mystery,7.3,3.3K
tt1185412,Veer(2010),Action | Adventure | Drama,4.6,8.5K
tt1185420,Dostana(2008),Comedy | Drama | Romance,6.4,16K
tt1185442,Kurbaan(2009),Action | Crime | Drama,5.7,5.4K
tt1187043,3 Idiots(2009),Comedy | Drama,8.4,415K
tt1188982,Jai Ho(2014),Action | Drama,5.0,20K
tt1188996,My Name Is Khan(2010),Drama | Romance | Thriller,7.9,112K
tt1189006,Toonpur Ka Superrhero(2010),Animation | Action | Adventure,4.2,933
tt1191118,Hello Darling(2010),Comedy | Drama,2.8,137
tt1191138,Thoda Pyaar Thoda Magic(2008),Comedy | Drama | Family,4.9,2.8K
tt1194232,Jaane Kahan Se Aayi Hai(2010),Comedy | Drama | Fantasy,4.5,642
tt1194236,Get Educated: Paathshaala(2010),Drama,5.0,1.9K
tt1194608,Ek Vivaah... Aisa Bhi(2008),Drama | Romance,5.3,529
tt1198101,Kites(2010),Action | Drama | Romance,6.0,13K
tt1199490,Bad Luck Govind(2009),Comedy | Crime | Drama,4.0,19
tt1199534,Tulsi: Mathrudevobhava(2008),Drama,5.9,113
tt1201557,Acid Factory(2009),Action | Crime | Drama,5.1,725
tt1202344,Ab... Bas!(2004),Thriller,3.2,94
tt1202517,Barah Aana(2009),Comedy | Crime | Drama,6.7,1.3K
tt1202540,Dil Bole Hadippa!(2009),Comedy | Drama | Sport,4.7,4.5K
tt1214948,Bhram: An Illusion(2008),Drama | Mystery | Romance,4.1,126
tt1216276,26th July at Barista(2008),Drama,3.1,33
tt1216300,Jannat: In Search of Heaven...(2008),Crime | Drama | Romance,6.9,7K
tt1217608,Yaar Meri Zindagi(2008),Drama | Family | Musical,4.7,59
tt1218038,The President Is Coming(2009),Comedy,6.8,667
tt1218345,Dil Kabaddi(2008),Comedy | Drama,5.8,685
tt1220718,Via Darjeeling(2008),Drama | Mystery | Thriller,5.3,171
tt1221133,EMI: Liya Hai To Chukana Padega(2008),Comedy | Crime | Drama,4.4,644
tt1221139,Welcome to Sajjanpur(2008),Comedy | Drama,6.9,3.3K
tt1221142,Mumbai Cutting(2011),Drama,6.4,155
tt1223922,Blue(2009),Action | Adventure | Romance,3.7,5.1K
tt1224454,Sirf....: Life Looks Greener on the Other Side(2008),Drama,5.8,103
tt1227524,Aashayein(2010),Comedy | Drama,7.1,1.3K
tt1227762,Aladin(2009),Action | Adventure | Comedy,4.7,3.2K
tt1228707,Jimmy(2008),Action | Crime | Drama,1.7,294
tt1228726,Mr. White Mr. Black(2008),Action | Comedy | Crime,3.4,238
tt1228744,Pranali: The Tradition(2008),Crime | Drama,5.8,47
tt1230165,Rock On!!(2008),Drama | Music,7.7,23K
tt1230448,Billu(2009),Comedy | Drama,6.3,13K
tt1234250,Mehbooba(2008),Drama | Romance,3.8,409
tt1236441,Phir Kabhi(2008),Drama | Romance,7.3,83
tt1238718,Alibaba Aur 40 Chor(2004),Action | Adventure | Drama,4.9,42
tt1238735,Dhoom Dadakka(2008),Comedy | Crime | Drama,3.5,104
tt1241195,Aamir(2008),Drama | Thriller,7.6,11K
tt1241334,Saas Bahu Aur Sensex(2008),Comedy | Drama,5.1,98
tt1242530,What's Your Raashee?(2009),Comedy | Drama | Romance,4.8,2.8K
tt1242782,Luck(2009),Action | Adventure | Drama,4.8,2.9K
tt1242843,Contract(2008),Action | Crime | Drama,4.1,259
tt1244093,Hisss(2010),Comedy | Drama | Horror,2.9,1.9K
tt1245774,Jail(2009),Drama,6.2,1.4K
tt1252488,Haal-e-Dil(2008),Drama | Romance,3.5,271
tt1252562,Khushboo: The Fragraance of Love(2008),Comedy | Drama | Romance,4.0,24
tt1252594,Aasma: The Sky Is the Limit(2009),Drama,3.9,51
tt1252596,Ajab Prem Ki Ghazab Kahani(2009),Comedy | Romance,6.4,16K
tt1252614,Sankat City(2009),Comedy | Crime | Drama,6.2,650
tt1255873,Hari Puttar: A Comedy of Terrors(2008),Comedy | Drama | Family,2.0,356
tt1255951,De Dana Dan(2009),Comedy,5.7,9.6K
tt1259755,Boond(2001),Action | Crime | Drama,4.6,13
tt1260689,Summer 2007(2008),Crime | Drama | Thriller,6.4,259
tt1261047,Gulaal(2009),Crime | Drama | Mystery,8.0,16K
tt1266140,Mirchi: It's Hot(2004),Crime,4.1,26
tt1266545,Chamku(2008),Action | Crime | Drama,4.5,582
tt1266583,Mumbai Meri Jaan(2008),Drama,7.7,6.5K
tt1267400,Thodi Life Thoda Magic(2008),Drama,4.0,46
tt1267500,Phoonk(2008),Drama | Horror | Mystery,3.9,1.4K
tt1274295,Kaminey: The Scoundrels(2009),Action | Comedy | Crime,7.4,18K
tt1275863,Love Aaj Kal(2009),Comedy | Drama | Romance,6.8,17K
tt1278447,Sikandar(2009),Crime | Drama | Mystery,6.4,294
tt1279105,Ramaa: The Saviour(2010),Animation | Action | Adventure,3.6,184
tt1280558,A Wednesday(2008),Drama | Thriller,8.1,81K
tt1283926,My Friend Ganesha 2(2008),Animation | Family,5.3,83
tt1285241,Don 2(2011),Action | Crime | Drama,7.0,56K
tt1285245,Lahore(2010),Action | Drama | Sport,6.3,572
tt1287847,Mukhbiir(2008),Crime | Drama | Mystery,6.9,436
tt1288638,Dasvidaniya(2008),Comedy | Drama,7.8,6.5K
tt1288644,Mere Khwabon Mein Jo Aaye(2009),Drama | Fantasy | Musical,5.7,112
tt1291465,Raajneeti(2010),Action | Crime | Drama,7.1,18K
tt1292642,Allah Ke Banday(2010),Action | Crime | Drama,6.0,343
tt1292703,Oye Lucky! Lucky Oye!(2008),Comedy | Crime | Drama,7.7,18K
tt1301698,1920(2008),Drama | Horror | Mystery,6.4,3.8K
tt1305840,Aloo Chaat(2009),Comedy | Drama | Romance,5.9,958
tt1309561,Lamhaa: The Untold Story of Kashmir(2010),Action | Drama | Thriller,5.0,704
tt1314274,Hulla(2008),Comedy | Drama,6.4,262
tt1314367,Ru-Ba-Ru(2008),Drama | Romance | Thriller,5.9,282
tt1324025,Rafoo Chakkar: Fun on the Run(2008),Comedy | Crime | Drama,3.4,59
tt1324059,Wake Up Sid(2009),Comedy | Drama | Romance,7.6,33K
tt1324076,Fox(2009),Crime | Drama | Mystery,5.3,600
tt1324078,Kal Kissne Dekha(2009),Action | Crime | Romance,3.6,488
tt1327035,Dev D(2009),Comedy | Drama | Romance,7.9,32K
tt1327833,Sorry Bhai!(2008),Comedy | Drama | Romance,6.2,1.1K
tt1328634,New York(2009),Crime | Drama | History,6.8,12K
tt1334254,Maharathi(2008),Crime | Drama | Mystery,7.1,1.1K
tt1334413,Jumbo(2008),Animation | Family,5.7,1.3K
tt1334437,Blue Oranges(2009),Mystery,6.4,220
tt1334470,Raavan(2010),Action | Adventure | Crime,5.4,4.7K
tt1339313,Jalwa: Fun in Love(2005),Comedy | Drama,5.1,13
tt1340838,Raaz: The Mystery Continues(2009),Drama | Horror | Mystery,5.7,3.9K
tt1343362,Do Knot Disturb(2009),Comedy | Drama,3.7,1.3K
tt1345777,Ishqiya(2010),Comedy | Drama | Romance,7.3,11K
tt1351224,Pyaar Impossible!(2010),Comedy | Romance,4.9,3.4K
tt1363125,Naughty @ 40(2011),Comedy | Drama,2.7,326
tt1363363,Chatur Singh Two Star(2011),Action | Adventure | Comedy,1.8,698
tt1368453,Chargesheet(2011),Drama | Thriller,6.3,114
tt1369669,Jai Veeru: Friends Forever(2009),Action | Crime | Drama,3.8,313
tt1370429,99(2009),Comedy | Crime | Drama,7.3,3K
tt1372266,Kisaan(2009),Action | Crime | Drama,5.5,319
tt1372304,Wafaa(2008),Drama | Mystery | Romance,3.9,87
tt1372681,Aa Dekhen Zara(2009),Action | Crime | Drama,5.2,941
tt1372694,Gumnaam: The Mystery(2008),Crime | Mystery | Romance,3.2,120
tt1373156,Karthik Calling Karthik(2010),Drama | Romance | Thriller,7.1,13K
tt1375789,Race 2(2013),Action | Crime | Drama,5.3,17K
tt1385824,13B: Fear Has a New Address(2009),Drama | Horror | Mystery,7.3,8K
tt1388424,Three: Love Lies Betrayal(2009),Drama | Mystery | Thriller,6.0,78
tt1388903,Mirch(2010),Comedy | Drama | Fantasy,6.5,959
tt1391544,Dhoondte Reh Jaoge(2009),Comedy | Drama,5.6,881
tt1391894,Siddharth: The Prisoner(2009),Crime | Drama | Thriller,6.7,111
tt1392744,Chance Pe Dance(2010),Comedy | Drama | Romance,4.8,3.1K
tt1395025,Agent Vinod(2012),Action,5.2,7.8K
tt1395054,Once Upon a Time in Mumbai(2010),Crime | Drama | Romance,7.4,18K
tt1396208,Action Replayy(2010),Comedy | Drama | Romance,4.3,6.7K
tt1399602,Straight(2009),Comedy | Drama,5.8,374
tt1404573,Daddy Cool: Join the Fun(2009),Comedy | Drama,3.8,411
tt1408029,Krantiveer: The Revolution(2010),Action | Crime | Drama,4.5,29
tt1415252,Agyaat: The Unknown(2009),Drama | Horror | Mystery,3.0,712
tt1420539,Ek Se Bure Do(2009),Action | Comedy | Crime,4.2,84
tt1425618,Apartment: Rent at Your Own Risk(2010),Drama | Thriller,3.5,270
tt1428459,We Are Family(2010),Drama | Family,5.6,3.3K
tt1431122,No Problem(2010),Action | Comedy | Crime,4.5,2.8K
tt1431729,Mohandas(2009),Thriller,7.2,128
tt1433810,Mumbai Diaries(2010),Drama,7.0,14K
tt1433905,All the Best: Fun Begins(2009),Action | Comedy | Drama,6.2,6.7K
tt1434447,Rocket Singh: Salesman of the Year(2009),Comedy | Drama,7.5,21K
tt1438298,Guzaarish(2010),Comedy | Drama | Romance,7.4,19K
tt1438486,Chal Chala Chal(2009),Action | Comedy | Crime,4.7,368
tt1442570,Fast Forward(2009),Action | Drama | Musical,5.6,59
tt1442583,Tum Milo Toh Sahi(2010),Comedy | Drama,5.7,589
tt1446055,Don Muthu Swami(2008),Comedy | Drama,5.0,69
tt1447508,Peepli (Live)(2010),Comedy | Drama,7.4,13K
tt1451797,Rann(2010),Drama | Mystery,6.9,2.7K
tt1454461,Ek: The Power of One(2009),Action | Drama | Thriller,4.8,374
tt1454567,Team: The Force(2009),Action | Comedy | Crime,4.2,84
tt1455811,Khatta Meetha(2010),Comedy | Crime | Drama,5.9,12K
tt1455816,Prince(2010),Action | Crime | Drama,4.5,2.3K
tt1456946,Anubhav: An Actor's Tale(2009),Drama | Romance,5.8,18
tt1465488,Happy Husbands(2011),Comedy | Drama,3.3,28
tt1465493,Hum Tum Aur Ghost(2010),Comedy | Drama | Fantasy,4.9,719
tt1471247,Road to Sangam(2010),Drama | Thriller,7.3,863
tt1474271,Love Khichdi(2009),Comedy | Drama | Romance,5.7,336
tt1479667,Aagey Se Right(2009),Comedy | Crime | Drama,5.3,424
tt1479857,Zor Lagaa Ke... Haiya!(2009),Comedy | Drama | Family,6.4,78
tt1485072,Teree Sang: A Kidult Love Story(2009),Drama | Romance,6.4,648
tt1499201,Anjaana Anjaani(2010),Comedy | Drama | Musical,5.7,7.2K
tt1501301,Morning Walk(2009),Drama,5.0,71
tt1503640,Damadamm!(2011),Comedy | Drama | Romance,4.5,437
tt1504687,I Am Singh(2011),Action | Crime | Drama,5.2,73
tt1508259,Dhara(2008),Drama | Romance,4.8,13
tt1508950,Baabarr(2009),Action | Crime | Drama,5.6,331
tt1509732,Aisha(2010),Comedy | Drama | Romance,5.1,4.3K
tt1512220,My Friend Pinto(2011),Comedy | Crime | Drama,5.3,406
tt1512321,Vaada Raha... I Promise(2009),Drama,5.7,446
tt1522329,Tum Mile(2009),Drama | Romance,5.0,1.8K
tt1532957,Paa(2009),Comedy | Drama,7.1,12K
tt1535467,Patiala House(2011),Comedy | Drama | Sport,5.6,9.4K
